set_id,draw_order,semantic_control_indices,episodic_control_indices,semantic_control_labels,episodic_control_labels,mean_standardized_match_distance
357,episodic_first,43;228;58;190;91;245;76;321;19;251;331;78;3,46;215;156;300;151;271;27;342;79;185;167;196;147;234;37;323;288;350;229,L_6ma;R_VIP;L_a24pr;R_PEF;L_13l;R_47m;L_a47r;R_DVT;L_LO1;R_10d;R_V6A;L_IFJa;L_V2,L_7PC;R_5m;L_FST;R_ProS;L_V6A;R_13l;L_STV;R_VVC;L_IFJp;R_V4;L_Ig;R_IPS1;L_PF;R_6mp;L_23c;R_IP2;R_MI;R_p47r;R_MIP,0.9579720374762817
358,semantic_first,28;288;164;272;6;190;11;205;155;271;320;0;114,108;181;96;300;100;332;2;309;145;266;128;273;3;234;14;188;253;202;184,L_7Pm;R_MI;L_s32;R_OFC;L_V8;R_PEF;L_55b;R_SFL;L_V4t;R_13l;R_TPOJ3;L_V1;L_FOP2,L_MI;R_MST;L_i6-8;R_ProS;L_OP1;R_VMV1;L_V6;R_STSvp;L_IP0;R_9a;L_STSdp;R_47s;L_V2;R_6mp;L_POS2;R_3b;R_44;R_MT;R_V3,1.0080155978947347
359,episodic_first,72;205;109;201;6;186;11;237;1;243;316;116;90,45;292;76;195;151;331;167;357;157;309;146;278;41;231;52;208;189;272;230,L_8C;R_SFL;L_Pir;R_PIT;L_V8;R_V8;L_55b;R_33pr;L_MST;R_p32;R_PHT;L_AIP;L_11l,L_7PL;R_FOP1;L_a47r;R_V7;L_V6A;R_V6A;L_Ig;R_PI;L_V3CD;R_STSvp;L_PFop;R_43;L_7AL;R_2;L_3a;R_7Pm;R_FEF;R_OFC;R_1,0.8778489406997096
360,semantic_first,129;317;158;273;153;339;39;278;154;291;207;91;0,12;202;78;208;169;347;59;300;151;217;80;320;104;227;43;226;252;181;233,L_STSvp;R_PH;L_LO3;R_47s;L_VMV3;R_VMV2;L_24dd;R_43;L_PHA2;R_AAIC;R_STV;L_13l;L_V1,L_V3A;R_MT;L_IFJa;R_7Pm;L_p10p;R_Ig;L_p32pr;R_ProS;L_V6A;R_23c;L_IFSp;R_TPOJ3;L_PFcm;R_LIPv;L_6ma;R_7PC;R_8C;R_MST;R_6d,0.9162542201920427
361,episodic_first,3;266;155;339;91;264;76;230;35;286;207;116;143,28;241;129;232;47;320;79;309;139;195;105;251;74;346;147;217;253;348;235,L_V2;R_9a;L_V4t;R_VMV2;L_13l;R_a9-46v;L_a47r;R_1;L_5m;R_TA2;R_STV;L_AIP;L_IP2,L_7Pm;R_d32;L_STSvp;R_3a;L_LIPv;R_TPOJ3;L_IFJp;R_STSvp;L_TPOJ2;R_V7;L_PoI2;R_10d;L_45;R_PoI1;L_PF;R_23c;R_44;R_FOP5;R_6v,1.0259410054358307
362,semantic_first,28;196;63;198;21;245;71;253;159;259;278;76;53,144;200;156;235;101;317;55;221;139;309;108;218;14;217;41;285;288;264;263,L_7Pm;R_IPS1;L_p32;R_V3B;L_PIT;R_47m;L_10d;R_44;L_VMV2;R_IFJp;R_43;L_a47r;L_6d,L_IP1;R_LO2;L_FST;R_6v;L_OP2-3;R_PH;L_6v;R_7AL;L_TPOJ2;R_STSvp;L_MI;R_5L;L_POS2;R_23c;L_7AL;R_PoI2;R_MI;R_a9-46v;R_46,0.9256943573976376
363,episodic_first,39;222;89;359;76;200;52;317;117;243;196;118;78,73;292;112;274;129;225;179;286;139;205;79;218;147;229;37;188;185;258;253,L_24dd;R_SCEF;L_10pp;R_p24;L_a47r;R_LO2;L_3a;R_PH;L_EC;R_p32;R_IPS1;L_PreS;L_IFJa,L_44;R_FOP1;L_FOP1;R_LIPd;L_STSvp;R_7PL;L_p24;R_TA2;L_TPOJ2;R_SFL;L_IFJp;R_5L;L_PF;R_MIP;L_23c;R_3b;R_V4;R_IFJa;R_44,0.9591082533698114
364,semantic_first,72;256;139;255;61;268;69;325;21;332;355;71;4,28;215;99;326;157;225;101;342;2;251;38;218;156;296;51;357;221;254;188,L_8C;R_a47r;L_TPOJ2;R_47l;L_d32;R_a10p;L_8BL;R_IP0;L_PIT;R_VMV1;R_STSva;L_10d;L_V3,L_7Pm;R_5m;L_OP4;R_PFop;L_V3CD;R_7PL;L_OP2-3;R_VVC;L_V6;R_10d;L_5L;R_5L;L_FST;R_AIP;L_2;R_PI;R_7AL;R_45;R_3b,0.9524277542594956
365,episodic_first,96;261;165;190;121;255;88;237;169;297;325;61;177,36;182;53;300;157;215;139;331;45;208;2;355;141;234;37;233;230;239;346,L_i6-8;R_IFSa;L_pOFC;R_PEF;L_PeEc;R_47l;L_a10p;R_33pr;L_p10p;R_EC;R_IP0;L_d32;L_PI,L_5mv;R_V6;L_6d;R_ProS;L_V3CD;R_5m;L_TPOJ2;R_V6A;L_7PL;R_7Pm;L_V6;R_STSva;L_DVT;R_6mp;L_23c;R_6d;R_1;R_p32pr;R_PoI1,0.9383754227963983
366,semantic_first,70;277;152;268;168;199;82;249;1;305;325;72;76,46;284;116;319;157;198;146;309;18;235;167;273;166;234;30;226;185;202;188,L_9p;R_s6-8;L_VMV1;R_a10p;L_FOP5;R_LO1;L_p9-46v;R_8BL;L_MST;R_PHA1;R_IP0;L_8C;L_a47r,L_7PC;R_PFcm;L_AIP;R_TPOJ2;L_V3CD;R_V3B;L_PFop;R_STSvp;L_V3B;R_6v;L_Ig;R_47s;L_PoI1;R_6mp;L_POS1;R_7PC;R_V4;R_MT;R_3b,0.9787026903863516
367,episodic_first,66;263;165;338;19;305;57;196;1;332;293;92;129,166;279;177;300;145;271;151;302;175;309;12;251;3;257;51;233;296;202;210,L_8Av;R_46;L_pOFC;R_LO3;L_LO1;R_PHA1;L_33pr;R_IPS1;L_MST;R_VMV1;R_FOP3;L_OFC;L_STSvp,L_PoI1;R_OP4;L_PI;R_ProS;L_IP0;R_13l;L_V6A;R_STGa;L_STSva;R_STSvp;L_V3A;R_10d;L_V2;R_6r;L_2;R_6d;R_AIP;R_MT;R_POS1,0.8763264043490904
368,semantic_first,17;208;22;271;65;238;11;349;155;243;274;90;100,128;182;169;323;143;347;55;332;140;319;167;358;156;205;54;230;221;219;256,L_FFC;R_7Pm;L_MT;R_13l;L_47m;R_a24pr;L_55b;R_p10p;L_V4t;R_p32;R_LIPd;L_11l;L_OP1,L_STSdp;R_V6;L_p10p;R_IP2;L_IP2;R_Ig;L_6v;R_VMV1;L_TPOJ3;R_TPOJ2;L_Ig;R_a32pr;L_FST;R_SFL;L_6mp;R_1;R_7AL;R_24dd;R_a47r,1.0369856137143156
369,episodic_first,12;237;17;239;61;264;76;190;118;302;274;22;115,143;181;169;195;98;225;157;309;139;185;83;323;137;346;50;232;253;279;227,L_V3A;R_33pr;L_FFC;R_p32pr;L_d32;R_a9-46v;L_a47r;R_PEF;L_PreS;R_STGa;R_LIPd;L_MT;L_PFt,L_IP2;R_MST;L_p10p;R_V7;L_43;R_7PL;L_V3CD;R_STSvp;L_TPOJ2;R_V4;L_46;R_IP2;L_PH;R_PoI1;L_1;R_3a;R_44;R_OP4;R_LIPv,0.8760859131611014
370,semantic_first,5;205;178;200;61;271;82;355;21;251;320;118;53,129;281;100;185;98;286;138;309;28;207;157;250;3;327;66;230;188;239;234,L_V4;R_SFL;L_a32pr;R_LO2;L_d32;R_13l;L_p9-46v;R_STSva;L_PIT;R_10d;R_TPOJ3;L_PreS;L_6d,L_STSvp;R_OP2-3;L_OP1;R_V4;L_43;R_TA2;L_TPOJ1;R_STSvp;L_7Pm;R_STV;L_V3CD;R_9p;L_V2;R_PF;L_8Av;R_1;R_3b;R_p32pr;R_6mp,0.9770557767377476
371,episodic_first,49;288;60;359;75;339;40;257;71;190;357;20;141,145;268;96;218;24;349;143;232;94;250;18;278;129;229;36;188;325;272;252,L_MIP;R_MI;L_a24;R_p24;L_47l;R_VMV2;L_24dv;R_6r;L_10d;R_PEF;R_PI;L_LO2;L_DVT,L_IP0;R_a10p;L_i6-8;R_5L;L_PSL;R_p10p;L_IP2;R_3a;L_LIPd;R_9p;L_V3B;R_43;L_STSvp;R_MIP;L_5mv;R_3b;R_IP0;R_OFC;R_8C,1.0657677826332617
372,semantic_first,83;256;91;273;92;359;3;189;63;259;319;22;90,146;349;177;261;108;339;24;309;28;269;55;196;38;275;36;233;229;336;296,L_46;R_a47r;L_13l;R_47s;L_OFC;R_p24;L_V2;R_FEF;L_p32;R_IFJp;R_TPOJ2;L_MT;L_11l,L_PFop;R_p10p;L_PI;R_IFSa;L_MI;R_VMV2;L_PSL;R_STSvp;L_7Pm;R_10pp;L_6v;R_IPS1;L_5L;R_6a;L_5mv;R_6d;R_MIP;R_FST;R_AIP,1.0356265524189137
373,episodic_first,57;277;125;349;121;255;67;250;58;301;254;84;4,49;182;99;195;129;300;24;357;179;185;109;309;46;217;73;308;229;239;237,L_33pr;R_s6-8;L_PHA1;R_p10p;L_PeEc;R_47l;L_8Ad;R_9p;L_a24pr;R_PeEc;R_45;L_a9-46v;L_V3,L_MIP;R_V6;L_OP4;R_V7;L_STSvp;R_ProS;L_PSL;R_PI;L_p24;R_V4;L_Pir;R_STSvp;L_7PC;R_23c;L_44;R_STSdp;R_MIP;R_p32pr;R_33pr,0.8702191614331238
374,semantic_first,17;296;60;289;21;198;70;278;121;334;227;6;116,138;192;76;251;79;306;145;266;27;207;2;208;8;232;166;323;321;249;288,L_FFC;R_AIP;L_a24;R_Pir;L_PIT;R_V3B;L_9p;R_43;L_PeEc;R_PHA2;R_LIPv;L_V8;L_AIP,L_TPOJ1;R_V3A;L_a47r;R_10d;L_IFJp;R_PHA3;L_IP0;R_9a;L_STV;R_STV;L_V6;R_7Pm;L_3b;R_3a;L_PoI1;R_IP2;R_DVT;R_8BL;R_MI,1.0050613988917085
375,episodic_first,166;235;125;239;71;198;116;205;19;334;182;72;104,36;181;78;259;157;306;79;225;108;232;83;266;53;308;48;253;296;316;189,L_PoI1;R_6v;L_PHA1;R_p32pr;L_10d;R_V3B;L_AIP;R_SFL;L_LO1;R_PHA2;R_V6;L_8C;L_PFcm,L_5mv;R_MST;L_IFJa;R_IFJp;L_V3CD;R_PHA3;L_IFJp;R_7PL;L_MI;R_3a;L_46;R_9a;L_6d;R_STSdp;L_VIP;R_44;R_AIP;R_PHT;R_FEF,1.0082845471070423
376,semantic_first,143;205;179;350;118;272;61;229;19;297;198;168;38,73;292;98;326;114;349;94;309;157;355;108;323;53;231;43;257;288;258;188,L_IP2;R_SFL;L_p24;R_p47r;L_PreS;R_OFC;L_d32;R_MIP;L_LO1;R_EC;R_V3B;L_FOP5;L_5L,L_44;R_FOP1;L_43;R_PFop;L_FOP2;R_p10p;L_LIPd;R_STSvp;L_V3CD;R_STSva;L_MI;R_IP2;L_6d;R_2;L_6ma;R_6r;R_MI;R_IFJa;R_3b,0.8297582710433575
377,episodic_first,166;260;18;289;88;298;81;239;154;259;207;76;16,49;241;99;218;157;300;48;285;59;317;108;355;5;253;148;208;252;348;205,L_PoI1;R_IFSp;L_V3B;R_Pir;L_a10p;R_PreS;L_IFSa;R_p32pr;L_PHA2;R_IFJp;R_STV;L_a47r;L_IPS1,L_MIP;R_d32;L_OP4;R_5L;L_V3CD;R_ProS;L_VIP;R_PoI2;L_p32pr;R_PH;L_MI;R_STSva;L_V4;R_44;L_PFm;R_7Pm;R_8C;R_FOP5;R_SFL,0.9181884107820825
378,semantic_first,57;296;159;264;20;199;84;189;19;238;218;96;177,143;219;115;232;175;251;48;342;146;256;2;331;25;224;129;235;266;337;208,L_33pr;R_AIP;L_VMV2;R_a9-46v;L_LO2;R_LO1;L_a9-46v;R_FEF;L_LO1;R_a24pr;R_5L;L_i6-8;L_PI,L_IP2;R_24dd;L_PFt;R_3a;L_STSva;R_10d;L_VIP;R_VVC;L_PFop;R_a47r;L_V6;R_V6A;L_SFL;R_7Am;L_STSvp;R_6v;R_9a;R_V3CD;R_7Pm,0.8897447756443746
379,episodic_first,144;260;152;245;89;350;70;249;20;333;250;22;90,143;268;47;326;101;225;27;295;175;235;12;273;54;328;74;296;293;239;217,L_IP1;R_IFSp;L_VMV1;R_47m;L_10pp;R_p47r;L_9p;R_8BL;L_LO2;R_VMV3;R_9p;L_MT;L_11l,L_IP2;R_a10p;L_LIPv;R_PFop;L_OP2-3;R_7PL;L_STV;R_PFt;L_STSva;R_6v;L_V3A;R_47s;L_6mp;R_PFm;L_45;R_AIP;R_FOP3;R_p32pr;R_23c,0.9934590448166295
380,semantic_first,17;259;10;272;21;197;84;227;159;198;331;153;16,59;241;4;207;101;349;55;228;179;309;151;225;128;208;43;319;256;199;233,L_FFC;R_IFJp;L_PEF;R_OFC;L_PIT;R_FFC;L_a9-46v;R_LIPv;L_VMV2;R_V3B;R_V6A;L_VMV3;L_IPS1,L_p32pr;R_d32;L_V3;R_STV;L_OP2-3;R_p10p;L_6v;R_VIP;L_p24;R_STSvp;L_V6A;R_7PL;L_STSdp;R_7Pm;L_6ma;R_TPOJ2;R_a47r;R_LO1;R_6d,0.9828173355517194
381,episodic_first,59;196;158;258;65;200;81;321;164;286;278;93;24,83;192;116;269;167;271;38;250;179;259;94;251;14;226;37;252;188;254;234,L_p32pr;R_IPS1;L_LO3;R_IFJa;L_47m;R_LO2;L_IFSa;R_DVT;L_s32;R_TA2;R_43;L_47s;L_PSL,L_46;R_V3A;L_AIP;R_10pp;L_Ig;R_13l;L_5L;R_9p;L_p24;R_IFJp;L_LIPd;R_10d;L_POS2;R_7PC;L_23c;R_8C;R_3b;R_45;R_6mp,0.9659867011882144
382,semantic_first,143;189;139;348;84;298;61;266;164;302;185;99;78,146;320;96;300;128;317;138;221;175;228;80;331;41;208;66;285;250;350;275,L_IP2;R_FEF;L_TPOJ2;R_FOP5;L_a9-46v;R_PreS;L_d32;R_9a;L_s32;R_STGa;R_V4;L_OP4;L_IFJa,L_PFop;R_TPOJ3;L_i6-8;R_ProS;L_STSdp;R_PH;L_TPOJ1;R_7AL;L_STSva;R_VIP;L_IFSp;R_V6A;L_7AL;R_7Pm;L_8Av;R_PoI2;R_9p;R_p47r;R_6a,0.9716780545101524
383,episodic_first,144;250;1;238;6;332;72;249;154;251;218;76;116,145;181;115;295;128;358;38;228;179;266;157;225;43;308;8;194;293;337;189,L_IP1;R_9p;L_MST;R_a24pr;L_V8;R_VMV1;L_8C;R_8BL;L_PHA2;R_10d;R_5L;L_a47r;L_AIP,L_IP0;R_MST;L_PFt;R_PFt;L_STSdp;R_a32pr;L_5L;R_VIP;L_p24;R_9a;L_V3CD;R_7PL;L_6ma;R_STSdp;L_3b;R_POS2;R_FOP3;R_V3CD;R_FEF,0.890091170871046
384,semantic_first,17;260;151;201;61;350;88;255;164;344;355;21;137,144;284;96;225;80;339;145;266;94;235;143;269;147;233;148;185;253;316;217,L_FFC;R_IFSp;L_V6A;R_PIT;L_d32;R_p47r;L_a10p;R_47l;L_s32;R_s32;R_STSva;L_PIT;L_PH,L_IP1;R_PFcm;L_i6-8;R_7PL;L_IFSp;R_VMV2;L_IP0;R_9a;L_LIPd;R_6v;L_IP2;R_10pp;L_PF;R_6d;L_PFm;R_V4;R_44;R_PHT;R_23c,0.97242486713843
385,episodic_first,166;296;152;239;19;301;76;288;117;338;254;11;4,45;202;71;286;100;269;179;300;108;221;15;358;104;233;44;346;184;199;217,L_PoI1;R_AIP;L_VMV1;R_p32pr;L_LO1;R_PeEc;L_a47r;R_MI;L_EC;R_LO3;R_45;L_55b;L_V3,L_7PL;R_MT;L_10d;R_TA2;L_OP1;R_10pp;L_p24;R_ProS;L_MI;R_7AL;L_V7;R_a32pr;L_PFcm;R_6d;L_7Am;R_PoI1;R_V3;R_LO1;R_23c,0.9771812111860292
386,semantic_first,166;295;35;336;61;350;136;237;21;342;215;91;25,44;337;96;317;100;286;179;250;2;228;12;195;41;253;43;252;321;239;189,L_PoI1;R_PFt;L_5m;R_FST;L_d32;R_p47r;L_PHT;R_33pr;L_PIT;R_VVC;R_5m;L_13l;L_SFL,L_7Am;R_V3CD;L_i6-8;R_PH;L_OP1;R_TA2;L_p24;R_9p;L_V6;R_VIP;L_V3A;R_V7;L_7AL;R_44;L_6ma;R_8C;R_DVT;R_p32pr;R_FEF,1.0450024871277943
387,episodic_first,143;205;159;336;126;339;110;358;91;243;271;92;4,55;192;76;208;100;332;15;331;151;319;28;355;156;227;49;232;296;199;234,L_IP2;R_SFL;L_VMV2;R_FST;L_PHA3;R_VMV2;L_AVI;R_a32pr;L_13l;R_p32;R_13l;L_OFC;L_V3,L_6v;R_V3A;L_a47r;R_7Pm;L_OP1;R_VMV1;L_V7;R_V6A;L_V6A;R_TPOJ2;L_7Pm;R_STSva;L_FST;R_LIPv;L_MIP;R_3a;R_AIP;R_LO1;R_6mp,0.988815413211043
388,semantic_first,57;265;35;198;19;199;52;205;88;238;215;1;98,49;337;78;300;27;269;179;274;79;221;12;185;30;231;83;309;188;316;308,L_33pr;R_9-46d;L_5m;R_V3B;L_LO1;R_LO1;L_3a;R_SFL;L_a10p;R_a24pr;R_5m;L_MST;L_43,L_MIP;R_V3CD;L_IFJa;R_ProS;L_STV;R_10pp;L_p24;R_LIPd;L_IFJp;R_7AL;L_V3A;R_V4;L_POS1;R_2;L_46;R_STSvp;R_3b;R_PHT;R_STSdp,0.9696237574897877
389,episodic_first,136;309;111;201;121;338;110;358;164;302;196;76;4,59;280;91;259;79;332;97;251;18;235;175;266;24;217;143;308;227;192;296,L_PHT;R_STSvp;L_AAIC;R_PIT;L_PeEc;R_LO3;L_AVI;R_a32pr;L_s32;R_STGa;R_IPS1;L_a47r;L_V3,L_p32pr;R_OP1;L_13l;R_IFJp;L_IFJp;R_VMV1;L_s6-8;R_10d;L_V3B;R_6v;L_STSva;R_9a;L_PSL;R_23c;L_IP2;R_STSdp;R_LIPv;R_V3A;R_AIP,0.9240588068064867
390,semantic_first,5;185;97;305;91;301;70;210;164;251;227;81;0,108;336;101;232;98;332;79;208;2;323;105;317;44;233;43;205;285;199;321,L_V4;R_V4;L_s6-8;R_PHA1;L_13l;R_PeEc;L_9p;R_POS1;L_s32;R_10d;R_LIPv;L_IFSa;L_V1,L_MI;R_FST;L_OP2-3;R_3a;L_43;R_VMV1;L_IFJp;R_7Pm;L_V6;R_IP2;L_PoI2;R_PH;L_7Am;R_6d;L_6ma;R_SFL;R_PoI2;R_LO1;R_DVT,1.026984004924902
391,episodic_first,49;237;178;186;75;198;72;278;19;305;316;22;3,77;219;107;319;151;269;108;225;113;195;157;250;148;253;30;231;184;254;260,L_MIP;R_33pr;L_a32pr;R_V8;L_47l;R_V3B;L_8C;R_43;L_LO1;R_PHA1;R_PHT;L_MT;L_V2,L_6r;R_24dd;L_FOP4;R_TPOJ2;L_V6A;R_10pp;L_MI;R_7PL;L_FOP3;R_V7;L_V3CD;R_9p;L_PFm;R_44;L_POS1;R_2;R_V3;R_45;R_IFSp,1.0185838005906447
392,semantic_first,107;227;109;190;88;331;81;256;61;298;182;21;115,138;279;78;218;48;326;101;225;139;217;157;198;36;319;52;323;285;289;266,L_FOP4;R_LIPv;L_Pir;R_PEF;L_a10p;R_V6A;L_IFSa;R_a47r;L_d32;R_PreS;R_V6;L_PIT;L_PFt,L_TPOJ1;R_OP4;L_IFJa;R_5L;L_VIP;R_PFop;L_OP2-3;R_7PL;L_TPOJ2;R_23c;L_V3CD;R_V3B;L_5mv;R_TPOJ2;L_3a;R_IP2;R_PoI2;R_Pir;R_9a,0.9818780518862891
393,episodic_first,166;237;1;197;92;338;88;190;60;300;278;76;99,49;294;98;323;115;207;179;342;151;291;97;320;137;221;128;295;229;254;285,L_PoI1;R_33pr;L_MST;R_FFC;L_OFC;R_LO3;L_a10p;R_PEF;L_a24;R_ProS;R_43;L_a47r;L_OP4,L_MIP;R_FOP2;L_43;R_IP2;L_PFt;R_STV;L_p24;R_VVC;L_V6A;R_AAIC;L_s6-8;R_TPOJ3;L_PH;R_7AL;L_STSdp;R_PFt;R_MIP;R_45;R_PoI2,0.9955710260630235
394,semantic_first,70;265;157;238;61;201;85;184;159;334;331;91;47,12;347;101;357;24;339;146;319;17;300;55;309;3;230;54;308;188;348;189,L_9p;R_9-46d;L_V3CD;R_a24pr;L_d32;R_PIT;L_9-46d;R_V3;L_VMV2;R_PHA2;R_V6A;L_13l;L_LIPv,L_V3A;R_Ig;L_OP2-3;R_PI;L_PSL;R_VMV2;L_PFop;R_TPOJ2;L_FFC;R_ProS;L_6v;R_STSvp;L_V2;R_1;L_6mp;R_STSdp;R_3b;R_FOP5;R_FEF,0.8882552038777637
395,episodic_first,77;227;169;264;93;349;178;296;19;333;207;116;156,175;215;5;259;24;185;140;225;105;342;144;278;30;357;74;194;184;202;317,L_6r;R_LIPv;L_p10p;R_a9-46v;L_47s;R_p10p;L_a32pr;R_AIP;L_LO1;R_VMV3;R_STV;L_AIP;L_FST,L_STSva;R_5m;L_V4;R_IFJp;L_PSL;R_V4;L_TPOJ3;R_7PL;L_PoI2;R_VVC;L_IP1;R_43;L_POS1;R_PI;L_45;R_POS2;R_V3;R_MT;R_PH,1.0315213149977682
396,semantic_first,40;277;122;305;168;272;110;227;92;236;250;0;100,83;183;99;326;98;273;145;323;140;208;105;215;47;217;95;308;296;336;275,L_24dv;R_s6-8;L_STGa;R_PHA1;L_FOP5;R_OFC;L_AVI;R_LIPv;L_OFC;R_p24pr;R_9p;L_V1;L_OP1,L_46;R_V2;L_OP4;R_PFop;L_43;R_47s;L_IP0;R_IP2;L_TPOJ3;R_7Pm;L_PoI2;R_5m;L_LIPv;R_23c;L_6a;R_STSdp;R_AIP;R_FST;R_6a,0.918900171369251
397,episodic_first,52;228;140;264;61;251;71;184;153;300;182;6;90,36;215;101;319;145;269;179;355;175;261;49;207;38;185;95;308;296;292;317,L_3a;R_VIP;L_TPOJ3;R_a9-46v;L_d32;R_10d;L_10d;R_V3;L_VMV3;R_ProS;R_V6;L_V8;L_11l,L_5mv;R_5m;L_OP2-3;R_TPOJ2;L_IP0;R_10pp;L_p24;R_STSva;L_STSva;R_IFSa;L_MIP;R_STV;L_5L;R_V4;L_6a;R_STSdp;R_AIP;R_FOP1;R_PH,0.999403321891438
398,semantic_first,141;259;140;264;153;301;72;317;169;332;182;69;101,36;331;113;218;167;238;109;195;2;323;139;355;107;253;147;233;225;350;261,L_DVT;R_IFJp;L_TPOJ3;R_a9-46v;L_VMV3;R_PeEc;L_8C;R_PH;L_p10p;R_VMV1;R_V6;L_8BL;L_OP2-3,L_5mv;R_V6A;L_FOP3;R_5L;L_Ig;R_a24pr;L_Pir;R_V7;L_V6;R_IP2;L_TPOJ2;R_STSva;L_FOP4;R_44;L_PF;R_6d;R_7PL;R_p47r;R_IFSa,0.9734823526059648
399,episodic_first,144;291;165;258;126;255;61;348;22;269;355;6;52,143;241;78;326;98;274;27;225;146;295;108;278;30;185;3;208;188;268;275,L_IP1;R_AAIC;L_pOFC;R_IFJa;L_PHA3;R_47l;L_d32;R_FOP5;L_MT;R_10pp;R_STSva;L_V8;L_3a,L_IP2;R_d32;L_IFJa;R_PFop;L_43;R_LIPd;L_STV;R_7PL;L_PFop;R_PFt;L_MI;R_43;L_POS1;R_V4;L_V2;R_7Pm;R_3b;R_a10p;R_6a,0.9302410687709717
400,semantic_first,43;295;179;239;121;339;96;288;117;306;278;99;104,2;281;91;309;38;250;139;185;49;217;18;323;4;308;8;230;266;197;285,L_6ma;R_PFt;L_p24;R_p32pr;L_PeEc;R_VMV2;L_i6-8;R_MI;L_EC;R_PHA3;R_43;L_OP4;L_PFcm,L_V6;R_OP2-3;L_13l;R_STSvp;L_5L;R_9p;L_TPOJ2;R_V4;L_MIP;R_23c;L_V3B;R_IP2;L_V3;R_STSdp;L_3b;R_1;R_9a;R_FFC;R_PoI2,0.9584023891690666
401,episodic_first,12;291;165;359;93;331;11;256;21;245;227;69;141,48;254;177;195;113;271;108;326;145;319;157;278;107;226;50;221;325;289;233,L_V3A;R_AAIC;L_pOFC;R_p24;L_47s;R_V6A;L_55b;R_a47r;L_PIT;R_47m;R_LIPv;L_8BL;L_DVT,L_VIP;R_45;L_PI;R_V7;L_FOP3;R_13l;L_MI;R_PFop;L_IP0;R_TPOJ2;L_V3CD;R_43;L_FOP4;R_7PC;L_1;R_7AL;R_IP0;R_Pir;R_6d,0.879284153922628
402,semantic_first,52;222;125;201;118;274;39;205;58;345;198;84;16,80;192;112;295;24;293;15;250;28;342;109;185;44;225;46;231;235;294;257,L_3a;R_SCEF;L_PHA1;R_PIT;L_PreS;R_LIPd;L_24dd;R_SFL;L_a24pr;R_pOFC;R_V3B;L_a9-46v;L_IPS1,L_IFSp;R_V3A;L_FOP1;R_PFt;L_PSL;R_FOP3;L_V7;R_9p;L_7Pm;R_VVC;L_Pir;R_V4;L_7Am;R_7PL;L_7PC;R_2;R_6v;R_FOP2;R_6r,0.9105439717000537
403,episodic_first,143;261;91;273;76;332;40;230;84;301;196;16;78,44;281;115;207;151;225;175;357;59;296;109;278;104;231;50;285;253;279;205,L_IP2;R_IFSa;L_13l;R_47s;L_a47r;R_VMV1;L_24dv;R_1;L_a9-46v;R_PeEc;R_IPS1;L_IPS1;L_IFJa,L_7Am;R_OP2-3;L_PFt;R_STV;L_V6A;R_7PL;L_STSva;R_PI;L_p32pr;R_AIP;L_Pir;R_43;L_PFcm;R_2;L_1;R_PoI2;R_44;R_OP4;R_SFL,0.966049509471601
404,semantic_first,43;319;79;264;65;271;116;349;84;334;207;1;113,38;289;104;317;151;339;139;218;105;309;83;357;36;346;77;253;189;268;230,L_6ma;R_TPOJ2;L_IFJp;R_a9-46v;L_47m;R_13l;L_AIP;R_p10p;L_a9-46v;R_PHA2;R_STV;L_MST;L_FOP3,L_5L;R_Pir;L_PFcm;R_PH;L_V6A;R_VMV2;L_TPOJ2;R_5L;L_PoI2;R_STSvp;L_46;R_PI;L_5mv;R_PoI1;L_6r;R_44;R_FEF;R_a10p;R_1,1.0493638527095268
405,episodic_first,17;291;22;271;125;273;69;321;65;302;358;99;98,46;284;96;319;114;215;24;309;38;195;79;331;44;327;128;221;252;337;234,L_FFC;R_AAIC;L_MT;R_13l;L_PHA1;R_47s;L_8BL;R_DVT;L_47m;R_STGa;R_a32pr;L_OP4;L_43,L_7PC;R_PFcm;L_i6-8;R_TPOJ2;L_FOP2;R_5m;L_PSL;R_STSvp;L_5L;R_V7;L_IFJp;R_V6A;L_7Am;R_PF;L_STSdp;R_7AL;R_8C;R_V3CD;R_6mp,0.9826605947481695
406,semantic_first,39;228;10;348;20;255;116;249;19;333;279;153;98,80;200;104;238;18;273;59;323;175;225;146;355;156;218;128;231;253;336;266,L_24dd;R_VIP;L_PEF;R_FOP5;L_LO2;R_47l;L_AIP;R_8BL;L_LO1;R_VMV3;R_OP4;L_VMV3;L_43,L_IFSp;R_LO2;L_PFcm;R_a24pr;L_V3B;R_47s;L_p32pr;R_IP2;L_STSva;R_7PL;L_PFop;R_STSva;L_FST;R_5L;L_STSdp;R_2;R_44;R_FST;R_9a,0.8719305855028303
407,episodic_first,72;309;18;273;91;264;96;190;65;345;347;69;78,73;337;99;326;114;293;175;332;157;205;27;358;137;233;95;234;227;192;296,L_8C;R_STSvp;L_V3B;R_47s;L_13l;R_a9-46v;L_i6-8;R_PEF;L_47m;R_pOFC;R_Ig;L_8BL;L_IFJa,L_44;R_V3CD;L_OP4;R_PFop;L_FOP2;R_FOP3;L_STSva;R_VMV1;L_V3CD;R_SFL;L_STV;R_a32pr;L_PH;R_6d;L_6a;R_6mp;R_LIPv;R_V3A;R_AIP,0.916638363676404
